no,category,word,part of speech,cefr,meaning,oxford,academic,ielts
1381,D,dog,noun,A1,สุนัข,1,0,0
1382,D,dollar,noun,A1,ดอลลาร์,1,0,0
1383,D,domain,noun,C1,โดเมน,0,1,1
1384,D,domestic,adjective,B2,ภายในประเทศ,1,1,1
1385,D,dominance,noun,C1,การปกครอง,0,0,0
1386,D,dominant,adjective,B2,เด่น ตัวสำคัญ ซึ่งครอบงำ ซึ่งเป็นส่วนสำคัญ ซึ่งปกครอง,0,1,1
1387,D,dominate,verb,B2,ครอบงำ มีอำนาจเหนื มีอิทธิพลเหนือ ปกครอง,1,0,0
1388,D,donate,verb,B1,บริจาค มอบให้ อภินันทนาการ,1,0,0
1389,D,donation,noun,B2,การบริจาค ของขวัญ,0,0,0
1390,D,donor,noun,C1,ผู้บริจาค,0,0,0
1391,D,door,noun,A1,ประตู,1,0,0
1392,D,dose,noun,C1,ปริมาณ,0,0,0
1393,D,dot,noun,B2,จุด,0,0,0
1394,D,double,adjective,A2,สองเท่า,1,0,0
1395,D,doubt,noun,B1,ความสงสัย ความไม่แน่ใจ ความกลัว สงสัย,1,0,1
1396,D,down,adverb,A1,ลง,1,0,0
1397,D,download,noun,A2,การดาวน์โหลด,1,0,0
1398,D,downstairs,adjective,A2,ชั้นล่าง,1,0,0
1399,D,downtown,adjective,B2,ตัวเมือง,0,0,0
1400,D,downwards,adverb,B2,ลง,1,0,0
1401,D,dozen,determiner,B2,โหล,1,0,0
1402,D,draft,noun,B2,ร่าง,1,1,0
1403,D,drag,verb,B2,ลาก,1,0,0
1404,D,drain,verb,C1,ท่อระบายน้ำ,0,0,0
1405,D,drama,noun,A2,ละคร,1,0,0
1406,D,dramatic,adjective,B2,น่าทึ่ง,1,1,1
1407,D,dramatically,adverb,B2,อย่างมาก,0,0,0
1408,D,drastic,adjective,C1,รุนแรงมาก,0,0,1
1409,D,draw,verb,A1,วาด,1,0,0
1410,D,drawing,noun,A2,การวาดภาพ,1,0,0
1411,D,dream,noun,A2,ฝัน,1,0,0
1412,D,dress,noun,A1,ชุด,1,0,0
1413,D,dressed,adjective,B1,แต่งตัว,1,0,0
1414,D,drift,verb,C1,ล่องลอย,0,0,0
1415,D,drink,noun,A1,ดื่ม,1,0,0
1416,D,drive,noun,A2,ขับ,1,0,0
1417,D,driver,noun,A1,คนขับรถ,1,0,0
1418,D,driving,noun,A2,การขับรถ,1,0,0
1419,D,drop,noun,B1,หยด,1,0,0
1420,D,drought,noun,B2,ความแห้งแล้ง,0,0,0
1421,D,drown,verb,C1,จมน้ำ,0,0,0
1422,D,drug,noun,A2,ยา,1,0,0
1423,D,drum,noun,B1,กลอง,1,0,0
1424,D,drunk,adjective,B1,เมา,1,0,0
1425,D,dry,adjective,A2,แห้ง,1,0,0
1426,D,dual,adjective,C1,คู่,0,0,0
1427,D,dub,verb,C1,พากย์,0,0,0
1428,D,due,adjective,B1,หนี้ ค่าธรรมเนียม ความยุติธรรม แน่นอน เหมาะสม ถึงกำหนด ถูกต้อง,1,0,0
1429,D,dull,adjective,B2,น่าเบื่อ,0,0,0
1430,D,dumb,adjective,C1,โง่,0,0,0
1431,D,dump,verb,B2,ทิ้ง,0,0,0
1432,D,duo,noun,C1,คู่,0,0,0
1433,D,duration,noun,B2,ระยะเวลา,0,1,1
1434,D,during,preposition,A1,ในระหว่าง,1,0,0
1435,D,dust,noun,B1,ฝุ่น,1,0,0
1436,D,duty,noun,B1,หน้าที่,1,0,0
1437,D,DVD,noun,A1,ดีวีดี,1,0,0
1438,D,dynamic,adjective,B2,พลวัต,0,1,1
1439,E,each,adverb,A1,แต่ละ,1,0,0
1440,E,eager,adjective,C1,กระตือรือร้น,0,0,0
1441,E,ear,noun,A1,หู,1,0,0
1442,E,early,adjective,A1,แต่แรก,1,0,0
1443,E,earn,verb,A2,ได้รับ,1,0,0
1444,E,earnings,noun,C1,รายได้,0,0,0
1445,E,earth,noun,A2,โลก,1,0,0
1446,E,earthquake,noun,B1,แผ่นดินไหว,1,0,0
1447,E,ease,noun,C1,ผ่อนปรน,0,0,0
1448,E,easily,adverb,A2,อย่างง่ายดาย,1,0,0
1449,E,east,adjective,A1,ทิศตะวันออก,1,0,0
1450,E,eastern,adjective,B1,ภาคตะวันออก,1,0,0
1451,E,easy,adjective,A1,ง่าย,1,0,0
1452,E,eat,verb,A1,กิน,1,0,0
1453,E,echo,noun,C1,ก้อง,0,0,0
1454,E,ecological,adjective,C1,นิเวศวิทยา,0,0,0
1455,E,economic,adjective,B1,ทางเศรษฐกิจ,1,1,1
1456,E,economics,noun,B2,เศรษฐศาสตร์,0,0,0
1457,E,economist,noun,B2,นักเศรษฐศาสตร์,0,0,0
1458,E,economy,noun,B1,เศรษฐกิจ,1,0,0
1459,E,edge,noun,B1,ขอบ เขตแดน ข้อได้เปรียบ ทำให้คม เคลื่อนไปข้างหน้า,1,0,0
1460,E,edit,verb,B2,แก้ไข,1,0,0
1461,E,edition,noun,B2,รุ่น,1,1,0
1462,E,editor,noun,B1,บรรณาธิการ,1,0,0
1463,E,editorial,adjective,B2,เกี่ยวกับบรรณาธิการ,0,0,0
1464,E,educate,verb,B1,ให้ความรู้,1,0,0
1465,E,educated,adjective,B1,มีการศึกษา,1,0,0
1466,E,education,noun,A2,การศึกษา,1,0,0
1467,E,educational,adjective,B1,เกี่ยวกับการศึกษา,1,0,0
1468,E,educator,noun,C1,นักการศึกษา,0,0,0
1469,E,effect,noun,A2,ผลกระทบ ก่อให้เกิด,1,0,0
1470,E,effective,adjective,B1,มีประสิทธิภาพ,1,0,0
1471,E,effectively,adverb,B1,อย่างมีประสิทธิภาพ,1,0,0
1472,E,effectiveness,noun,C1,ประสิทธิผล,0,0,0
1473,E,efficiency,noun,C1,ประสิทธิภาพ,0,0,0
1474,E,efficient,adjective,B2,ซึ่งมีประสิทธิภาพ,1,0,0
1475,E,efficiently,adverb,B2,มีประสิทธิภาพ,0,0,0
1476,E,effort,noun,B1,ความพยายาม,1,0,0
1477,E,egg,noun,A1,ไข่,1,0,0
1478,E,ego,noun,C1,อาตมา,0,0,0
1479,E,either,adverb,A2,แต่ละอัน อันละ อันใดอันหนึ่ง เช่นเดียวกัน,1,0,0
1480,E,elaborate,adjective,C1,ประณีต ซับซ้อน ทำอย่างละเอียด,0,0,0
1481,E,elbow,noun,B2,ข้อศอก,0,0,0
1482,E,elderly,adjective,B2,ผู้สูงอายุ,1,0,0
1483,E,elect,verb,B2,เลือก,1,0,0
1484,E,election,noun,B1,การเลือกตั้ง,1,0,1
1485,E,electoral,adjective,C1,เกี่ยวกับการเลือกตั้ง,0,0,0
1486,E,electric,adjective,A2,มีไฟฟ้า,1,0,0
1487,E,electrical,adjective,A2,เกี่ยวกับไฟฟ้า,1,0,0
1488,E,electricity,noun,A2,ไฟฟ้า,1,0,0
1489,E,electronic,adjective,A2,เกี่ยวกับอิเล็กทรอนิกส์,1,0,0
1490,E,electronics,noun,B2,อิเล็กทรอนิกส์,0,0,0
1491,E,elegant,adjective,B2,งดงาม สง่างาม,0,0,0
1492,E,element,noun,B1,ธาตุ ส่วนประกอบ,1,0,1
1493,E,elementary,adjective,B2,ระดับประถมศึกษา,0,0,0
1494,E,elephant,noun,A1,ช้าง,1,0,0
1495,E,elevate,verb,C1,ยกระดับ,0,0,0
1496,E,eligible,adjective,C1,มีคุณสมบัติเหมาะสม,0,0,0
1497,E,eliminate,verb,B2,กำจัด,0,1,1
1498,E,elite,noun,C1,ผู้ลากมากดี,0,0,0
1499,E,else,adverb,A1,อื่น,1,0,0
1500,E,elsewhere,adverb,B2,ที่อื่น,1,0,0
1501,E,email,noun,A1,อีเมล,1,0,0
1502,E,embark,verb,C1,เริ่มต้น,0,0,0
1503,E,embarrassed,adjective,B1,เขินอาย,1,0,0
1504,E,embarrassing,adjective,B1,น่าอาย,1,0,0
1505,E,embarrassment,noun,C1,ความลำบากใจ,0,0,0
1506,E,embassy,noun,C1,สถานทูต,0,0,0
1507,E,embed,verb,C1,ฝัง,0,0,0
1508,E,embody,verb,C1,รวบรวม,0,0,0
1509,E,embrace,verb,B2,สวมกอด รวบรวม ล้อมรอบ ยึดเอา ประกอบด้วย ลงมือทำ เข้าใจ,0,0,0
1510,E,emerge,verb,B2,เกิดขึ้น,1,0,1
1511,E,emergence,noun,C1,การเกิดขึ้น,0,0,0
1512,E,emergency,noun,B1,ภาวะฉุกเฉิน,1,0,0
1513,E,emission,noun,B2,การปล่อยมลพิษ,0,0,0
1514,E,emotion,noun,B1,อารมณ์,1,0,0
1515,E,emotional,adjective,B2,ทางอารมณ์,1,0,0
1516,E,emotionally,adverb,B2,อย่างมีอารมณ์,0,0,0
1517,E,emphasis,noun,B2,เน้น,1,1,1
1518,E,emphasize,verb,B2,เน้นย้ำ,1,0,0
1519,E,empire,noun,B2,อาณาจักร อำนาจเด็ดขาด,0,0,0
1520,E,empirical,adjective,C1,เกี่ยวกับเชิงประจักษ์,0,1,1
1521,E,employ,verb,A2,จ้าง,1,0,0
1522,E,employee,noun,A2,พนักงาน,1,0,0
1523,E,employer,noun,A2,นายจ้าง,1,0,0
1524,E,employment,noun,B1,การจ้างงาน,1,0,0
1525,E,empower,verb,C1,มอบอำนาจ,0,0,0
1526,E,empty,adjective,A2,ว่างเปล่า,1,0,0
1527,E,enable,verb,B2,ทำให้เป็นไปได้ ทำให้สามารถ,1,1,1
1528,E,enact,verb,C1,ออกกฏหมาย,0,0,0
1529,E,encompass,verb,C1,ห้อมล้อม,0,0,0
1530,E,encounter,noun,B2,การแข่งขัน เผชิญหน้า ปะทะ,1,0,1
1531,E,encourage,verb,B1,ให้กำลังใจ สนับสนุน,1,0,0
1532,E,encouragement,noun,C1,กำลังใจ,0,0,0
1533,E,encouraging,adjective,C1,ให้กำลังใจ,0,0,0
1534,E,end,noun,A1,จบ,1,0,0
1535,E,endeavour,noun,C1,ความพยายาม,0,0,0
1536,E,ending,noun,A2,การจบ,1,0,0
1537,E,endless,adjective,C1,ไม่มีที่สิ้นสุด,0,0,0
1538,E,endorse,verb,C1,สลักหลังเช็คหรือตั๋วเงิน รับรอง เห็นด้วย อนุมัติ,0,0,0
1539,E,endorsement,noun,C1,การรับรอง,0,0,0
1540,E,endure,verb,C1,อดทน ทนทาน คงอยู่,0,0,0
1541,E,enemy,noun,B1,ศัตรู,1,0,0
1542,E,energy,noun,A2,พลังงาน,1,1,1
1543,E,enforce,verb,C1,บังคับ,0,0,0
1544,E,enforcement,noun,C1,การบังคับใช้,0,1,1
1545,E,engage,verb,B2,หมั้น ว่างจ้าง มีส่วนร่วมกับ,1,0,0
1546,E,engaged,adjective,B1,มีส่วนร่วม,1,0,0
1547,E,engagement,noun,C1,การว่าจ้าง,0,0,0
1548,E,engaging,adjective,C1,น่าสนใจ,0,0,0
1549,E,engine,noun,A2,เครื่องยนต์,1,0,0
1550,E,engineer,noun,A2,วิศวกร,1,0,0
1551,E,engineering,noun,B1,วิศวกรรม,1,0,0
1552,E,enhance,verb,B2,ปรับปรุงให้ดีขึ้น,1,0,1
1553,E,enjoy,verb,A1,สนุก,1,0,0
1554,E,enjoyable,adjective,B2,สนุกสนาน,0,0,0
1555,E,enormous,adjective,A2,มหาศาล,1,1,1
1556,E,enough,adverb,A1,เพียงพอ,1,0,0
1557,E,enquire,verb,C1,สอบถาม,0,0,0
1558,E,enquiry,noun,B2,การสอบถาม,1,0,0
1559,E,enrich,verb,C1,ทำให้ดีขึ้น,0,0,0
1560,E,enrol,verb,C1,ลงทะเบียน,0,0,0
1561,E,ensue,verb,C1,ตามมา เป็นผลตามมา,0,0,0
1562,E,ensure,verb,B2,ทำให้แน่ใจ,1,1,1
1563,E,enter,verb,A2,เข้าร่วม ลงทะเบียน สมัครเข้าเป็น เสนอ,1,0,0
1564,E,enterprise,noun,C1,องค์กร,0,0,0
1565,E,entertain,verb,B1,ความบันเทิง,1,0,0
1566,E,entertaining,adjective,B2,ความสนุกสนาน,0,0,0
1567,E,entertainment,noun,B1,ความบันเทิง,1,0,0
1568,E,enthusiasm,noun,B2,ความกระตือรือร้น,1,0,0
1569,E,enthusiast,noun,C1,ผู้ที่กระตือรือร้น,0,0,0
1570,E,enthusiastic,adjective,B2,กระตือรือร้น,1,0,0
1571,E,entire,adjective,B2,จำนวนหรือปริมาณทั้งหมด ทั้งหมด อย่างแท้จริง,1,0,0
1572,E,entirely,adverb,B2,อย่างสมบูรณ์,1,0,1
1573,E,entitle,verb,C1,ตั้งชื่อ ให้สิทธิ,0,0,0
1574,E,entity,noun,C1,กิจการ,0,0,0
1575,E,entrance,noun,B1,ทางเข้า,1,0,0
1576,E,entrepreneur,noun,B2,ผู้ประกอบการ,0,0,1
1577,E,entry,noun,B1,รายการ,1,0,0
1578,E,envelope,noun,B2,สิ่งห่อหุ้ม ของ,0,0,0
1579,E,environment,noun,A2,สิ่งแวดล้อม,1,1,1
1580,E,environmental,adjective,B1,ด้านสิ่งแวดล้อม,1,0,0
1581,E,epidemic,noun,C1,การระบาด,0,0,0
1582,E,episode,noun,B1,ตอน,1,0,0
1583,E,equal,adjective,B1,เท่ากัน,1,0,0
1584,E,equality,noun,C1,ความเสมอภาค,0,0,0
1585,E,equally,adverb,B1,อย่างเท่าเทียมกัน,1,0,0
1586,E,equation,noun,C1,สมการ,0,1,1
1587,E,equip,verb,B2,ติดตั้ง,0,0,0
1588,E,equipment,noun,A2,อุปกรณ์,1,1,1
1589,E,equivalent,adjective,B2,เท่ากับ ซึ่งมีค่าเท่ากัน,0,1,1
1590,E,era,noun,B2,ยุค,0,0,0
1591,E,erect,verb,C1,ตั้งตรง,0,0,0
1592,E,erosion,noun,C1,การกัดเซาะ,0,0,1
1593,E,error,noun,A2,ข้อผิดพลาด,1,1,1
1594,E,erupt,verb,B2,ปะทุ,0,0,0
1595,E,escalate,verb,C1,เพิ่มขึ้น,0,0,0
1596,E,escape,noun,B1,หนี,1,0,0
1597,E,especially,adverb,A2,โดยเฉพาะอย่างยิ่ง,1,0,0
1598,E,essay,noun,A2,เรียงความ,1,0,0
1599,E,essence,noun,C1,ส่วนประกอบสำคัญ ใจความ เอกลักษณ์,0,0,0
1600,E,essential,adjective,B1,จำเป็น,1,0,0
1601,E,essentially,adverb,B2,เป็นหลัก,0,0,0
1602,E,establish,verb,B2,สร้าง ก่อตั้ง กำหนด พิสูจน์,1,0,1
1603,E,establishment,noun,C1,สถานประกอบการ,0,0,0
1604,E,estate,noun,B2,ทรัพย์สิน ที่ดิน กลุ่มสังคม,1,1,1
1605,E,estimate,noun,B2,ประมาณการ,1,1,1
1606,E,eternal,adjective,C1,นิรันดร์,0,0,0
1607,E,ethic,noun,B2,เกี่ยวกับจริยธรรม,0,0,0
1608,E,ethical,adjective,B2,ศีลธรรม,1,1,1
1609,E,ethnic,adjective,B2,เกี่ยวกับชาติพันธุ์,0,1,0
1610,E,euro,noun,A1,ยูโร,1,0,0
1611,E,evacuate,verb,C1,อพยพ,0,0,0
1612,E,evaluate,verb,B2,ประเมินค่า หาค่า,1,0,0
1613,E,evaluation,noun,B2,การประเมิน,0,1,1
1614,E,even,adjective,B2,สม่ำเสมอ,1,0,0
1615,E,evening,noun,A1,ตอนเย็น,1,0,0
1616,E,event,noun,A1,เหตุการณ์,1,0,0
1617,E,eventually,adverb,B1,ในท้ายที่สุด,1,1,1
1618,E,ever,adverb,A1,เคย,1,0,0
1619,E,every,determiner,A1,ทั้งหมด,1,0,0
1620,E,everybody,pronoun,A1,ทุกคน,1,0,0
1621,E,everyday,adjective,A2,ทุกวัน,1,0,0
1622,E,everyone,pronoun,A1,ทุกคน,1,0,0
1623,E,everything,pronoun,A1,ทุกอย่าง,1,0,0
1624,E,everywhere,adverb,A2,ทุกที่,1,0,0
1625,E,evidence,noun,A2,หลักฐาน ความชัดแจ้ง พิสูจน์หลักฐาน,1,1,1
1626,E,evident,adjective,B2,เห็นได้ชัด,0,0,0
1627,E,evil,adjective,B2,ความชั่วร้าย,1,0,0
1628,E,evoke,verb,C1,ทำให้ปรากฏขึ้น นำมาซึ่ง,0,0,0
1629,E,evolution,noun,B2,วิวัฒนาการ,0,1,1
1630,E,evolutionary,adjective,C1,เกี่ยวกับวิวัฒนาการ,0,0,0
1631,E,evolve,verb,B2,ค่อย ๆ ปรากฏขึ้น ค่อยเป็นค่อยไป เจริญ,0,0,0
1632,E,exact,adjective,A2,ต้องการ แน่นอน ถูกต้อง,1,0,0
1633,E,exactly,adverb,A2,อย่างแน่นอน,1,0,0
1634,E,exaggerate,verb,C1,พูดเกินความจริง อวดโต เพิ่มหรือขยายเกินกว่าปกติ,0,0,0
1635,E,exam,noun,A1,การสอบ,1,0,0
1636,E,examination,noun,B2,การตรวจสอบ,1,0,0
1637,E,examine,verb,B1,สอบ ตรวจสอบ,1,0,0
1638,E,example,noun,A1,ตัวอย่าง,1,0,0
1639,E,exceed,verb,B2,เกินกว่า มากกว่า เหนือกว่า ดีกว่า ละเมิด,0,1,1
1640,E,excellence,noun,C1,ความเป็นเลิศ,0,0,0
1641,E,excellent,adjective,A2,ยอดเยี่ยม,1,0,0
1642,E,except,conjunction,B1,ยกเว้น,1,0,0
1643,E,exception,noun,B2,ข้อยกเว้น,0,0,0
1644,E,exceptional,adjective,C1,ยอมเยี่ยม พิเศษ,0,0,0
1645,E,excess,adjective,C1,ส่วนเกิน,0,0,0
1646,E,excessive,adjective,B2,มากเกินปกติ มากเกินความจำเป็น,0,0,0
1647,E,exchange,noun,B1,แลกเปลี่ยน,1,0,0
1648,E,excited,adjective,A1,ตื่นเต้น,1,0,0
1649,E,excitement,noun,B1,ความตื่นเต้น,1,0,0
1650,E,exciting,adjective,A1,น่าตื่นเต้น,1,0,0
1651,E,exclude,verb,B2,กันออกไป แยกออกไป ไล่ออก,0,0,1
1652,E,exclusion,noun,C1,ยกเว้น,0,0,0
1653,E,exclusive,adjective,C1,ซึ่งกีดกัน ผูกขาด เฉพาะตัว อย่างเดียว,0,0,0
1654,E,exclusively,adverb,C1,โดยเฉพาะ,0,0,0
1655,E,excuse,noun,B2,ข้อแก้ตัว,1,0,0
1656,E,execute,verb,C1,ประหารชีวิต ปฏิบัติ บริหาร บังคับตามกฏหมาย,0,0,0
1657,E,execution,noun,C1,การประหารชีวิต,0,0,0
1658,E,executive,adjective,B2,ผู้บริหาร,1,0,0
1659,E,exercise,noun,A1,ออกกำลังกาย,1,0,0
1660,E,exert,verb,C1,ออกแรง ออกกำลังกาย พยายาม ใช้อำนาจหน้าที่,0,0,0
1661,E,exhibit,noun,B2,จัดแสดง,0,1,1
1662,E,exhibition,noun,B1,นิทรรศการ,1,0,0
1663,E,exile,noun,C1,เนรเทศ,0,0,0
1664,E,exist,verb,A2,ดำรงอยู่ คงอยู่,1,0,0
1665,E,existence,noun,B2,การดำรงอยู่,1,0,0
1666,E,exit,noun,B2,การออก,0,0,0
1667,E,exotic,adjective,B2,แปลกใหม่,0,0,0
1668,E,expand,verb,B1,แผ่ขยาย,1,0,0
1669,E,expansion,noun,B2,การขยาย,0,1,1
1670,E,expect,verb,A2,คาดว่า หวังว่า,1,0,0
1671,E,expectation,noun,B2,ความคาดหวัง,1,0,0
1672,E,expected,adjective,B1,ที่คาดหวัง,1,0,0
1673,E,expedition,noun,B1,การเดินทาง,1,0,0
1674,E,expenditure,noun,C1,การใช้จ่าย ค่าใช้จ่าย งบประมาณ,0,0,0
1675,E,expense,noun,B2,ค่าใช้จ่าย,1,0,0
1676,E,expensive,adjective,A1,แพง,1,0,0
1677,E,experience,noun,A2,ประสบการณ์ ประสบกับ พบกับ,1,0,0
1678,E,experienced,adjective,B1,มีประสบการณ์,1,0,0
1679,E,experiment,noun,A2,การทดลอง,1,0,0
1680,E,experimental,adjective,C1,เกี่ยวกับการทดลอง,0,0,0
1681,E,expert,adjective,A2,ผู้เชี่ยวชาญ,1,1,1
1682,E,expertise,noun,B2,ความชำนาญ,0,0,0
1683,E,expire,verb,C1,หายใจออก ยุติ หมดอายุ ตาย,0,0,0
1684,E,explain,verb,A1,อธิบาย,1,0,0
1685,E,explanation,noun,A2,คำอธิบาย,1,0,0
1686,E,explicit,adjective,C1,ชัดเจน แน่นอน,0,1,1
1687,E,explicitly,adverb,C1,อย่างชัดเจน,0,0,0
1688,E,explode,verb,B1,รเบิด,1,0,0
1689,E,exploit,verb,B2,ความสามารถ ความสำเร็จ ใช้หาประโยชน์ เอาเปรียบ,0,0,0
1690,E,exploitation,noun,C1,การแสวงหาผลประโยชน์,0,1,1
1691,E,exploration,noun,B2,การสำรวจ,1,0,0
1692,E,explore,verb,B1,สำรวจ ตรวจสอบ วินิจฉัย,1,0,0
1693,E,explosion,noun,B1,การระเบิด,1,0,0
1694,E,explosive,adjective,C1,ซึ่งระเบิดได้,0,0,0
1695,E,export,noun,B1,สินค้าออก ส่งสินค้าออก,1,1,0
1696,E,expose,verb,B2,เผย เปิดเผย,1,0,0
1697,E,exposure,noun,B2,การรับสัมผัสเชื้อ,0,1,1
1698,E,express,verb,A2,ด่วน,1,0,0
1699,E,expression,noun,A2,การแสดงออก,1,0,0
1700,E,extend,verb,B2,ยืดออก ขยายออก,1,0,0
1701,E,extension,noun,B2,ส่วนขยาย,0,0,0
1702,E,extensive,adjective,B2,กว้างขวาง,0,0,0
1703,E,extensively,adverb,B2,อย่างกว้างขวาง,0,0,0
1704,E,extent,noun,B2,ขอบเขต ขนาด ประเมิณค่า,1,0,0
1705,E,external,adjective,B2,ภายนอก,1,1,1
1706,E,extra,adjective,A1,พิเศษ,1,0,0
1707,E,extract,noun,B2,สารสกัด,0,1,1
1708,E,extraordinary,adjective,B2,พิเศษ,1,0,0
1709,E,extreme,adjective,A2,ที่สุด ที่รุนแรงมาก,1,0,0
1710,E,extremely,adverb,A2,อย่างที่สุด,1,0,0
1711,E,extremist,noun,C1,พวกหัวรุนแรง,0,0,0
1712,E,eye,noun,A1,ดวงตา,1,0,0
1713,F,fabric,noun,B2,ผ้า,0,0,0
1714,F,fabulous,adjective,B2,เยี่ยม เหลือเชื่อ,0,0,0
1715,F,face,noun,A1,ใบหน้า,1,0,0
1716,F,facilitate,verb,C1,อำนวยความสะดวก,0,1,1
1717,F,facility,noun,B2,สิ่งอำนวยความสะดวก,1,0,0
1718,F,fact,noun,A1,ข้อเท็จจริง,1,0,0
1719,F,faction,noun,C1,ฝ่าย,0,0,0
1720,F,factor,noun,A2,ปัจจัย,1,0,0
1721,F,factory,noun,A2,โรงงาน,1,0,0
1722,F,faculty,noun,C1,คณะ,0,0,0
1723,F,fade,verb,C1,เลือนหายไป,0,0,0
1724,F,fail,verb,A2,ล้มเหลว,1,0,0
1725,F,failed,adjective,B2,ล้มเหลว,0,0,0
1726,F,failure,noun,B2,ความล้มเหลว การขาดแคลน ความเสื่อมถอย,1,0,0
1727,F,fair,adjective,A2,ยุติธรรม,1,0,0
1728,F,fairly,adverb,B1,อย่างเป็นธรรม,1,0,0
1729,F,fairness,noun,C1,ความยุติธรรม,0,0,0
1730,F,faith,noun,B2,ศรัทธา ความมั่นใจ ความซื่อสัตย์,1,0,0
1731,F,fake,adjective,B2,ปลอม,0,0,0
1732,F,fall,noun,A2,ตก,1,0,0
1733,F,fame,noun,B2,ชื่อเสียง,0,0,0
1734,F,familiar,adjective,B1,คุ้นเคย,1,0,0
1735,F,family,adjective,A1,ตระกูล,1,0,0
1736,F,famous,adjective,A1,มีชื่อเสียง,1,0,0
1737,F,fan,noun,A2,พัดลม,1,0,0
1738,F,fancy,adjective,B1,ไม่ธรรมดา,1,0,0
1739,F,fantastic,adjective,A1,มหัศจรรย์,1,0,0
1740,F,fantasy,noun,B2,จินตนาการ,0,0,0
1741,F,far,adjective,B1,ไกล,1,0,0
1742,F,fare,noun,B2,ค่าอาหาร,0,0,0
1743,F,farm,noun,A1,ฟาร์ม,1,0,0
1744,F,farmer,noun,A1,ชาวนา,1,0,0
1745,F,farming,noun,A2,การทำฟาร์ม,1,0,0
1746,F,fascinating,adjective,B1,น่าหลงใหล,1,0,0
1747,F,fashion,noun,A2,แฟชั่น,1,0,0
1748,F,fashionable,adjective,B1,ทันสมัย,1,0,0
1749,F,fast,adjective,A1,เร็ว,1,0,0
1750,F,fasten,verb,B1,ยึด,1,0,0
1751,F,fat,adjective,A1,อ้วน,1,0,0
1752,F,fatal,adjective,C1,ร้ายแรง,0,0,0
1753,F,fate,noun,C1,โชคชะตา,0,0,0
1754,F,father,noun,A1,พ่อ,1,0,0
1755,F,fault,noun,B2,ความผิดพลาด,1,0,0
1756,F,favour,noun,B1,ความโปรดปราน,1,0,0
1757,F,favourable,adjective,C1,เป็นที่นิยม,0,0,0
1758,F,favourite,adjective,A1,ที่ชื่นชอบ,1,0,0
1759,F,fear,noun,A2,กลัว,1,0,0
1760,F,feat,noun,C1,ความสำเร็จ,0,0,0
1761,F,feather,noun,B2,ขนนก,1,0,0
1762,F,feature,noun,A2,คุณสมบัติ,1,0,1
1763,F,February,noun,A1,กุมภาพันธ์,1,0,0
1764,F,federal,adjective,B2,ของรัฐบาลกลาง,0,1,1
1765,F,fee,noun,B2,ค่าธรรมเนียม,1,0,0
1766,F,feed,noun,B2,ให้อาหาร,1,0,0
1767,F,feedback,noun,B2,ข้อเสนอแนะ,1,0,0
1768,F,feel,noun,B2,รู้สึก,1,0,0
1769,F,feeling,noun,A1,ความรู้สึก,1,0,0
1770,F,fellow,adjective,B2,เพื่อน,1,0,0
1771,F,female,adjective,A2,หญิง,1,0,0
1772,F,feminist,adjective,C1,สตรีนิยม,0,0,0
1773,F,fence,noun,B1,รั้ว,1,0,0
1774,F,festival,noun,A1,งานเทศกาล,1,0,0
1775,F,fever,noun,B2,ไข้,0,0,0
1776,F,few,adjective,A1,น้อย,1,0,0
1777,F,fibre,noun,C1,เส้นใย,0,0,0
1778,F,fiction,noun,A2,นิยาย,1,0,0
1779,F,field,noun,A2,สนาม,1,0,0
1780,F,fierce,adjective,C1,ดุร้าย โหดเหี้ยม,0,0,0
1781,F,fight,noun,A2,ต่อสู้,1,0,0
1782,F,fighting,noun,B1,การต่อสู้,1,0,0
1783,F,figure,noun,A2,ตัวเลข รูปร่าง บุคคลสำคัญ คิด คำนวณ,1,0,0
1784,F,file,noun,B1,ไฟล์,1,1,0
1785,F,fill,verb,A1,เติม,1,0,0
1786,F,film,noun,A1,ฟิล์ม,1,0,0
1787,F,film-maker,noun,C1,ผู้สร้างภาพยนตร์,0,0,0
1788,F,filter,noun,C1,กรอง,0,0,0
1789,F,final,adjective,A1,สุดท้าย,1,1,1
1790,F,finally,adverb,A2,ในที่สุด,1,0,0
1791,F,finance,noun,B2,การเงิน,1,0,0
1792,F,financial,adjective,B1,การเงิน,1,1,1
1793,F,find,verb,A1,หา,1,0,0
1794,F,finding,noun,B2,การค้นพบ,1,0,0
1795,F,fine,adjective,A1,ดี,1,0,0
1796,F,finger,noun,A2,นิ้ว,1,0,0
1797,F,finish,noun,A2,เสร็จ,1,0,0
1798,F,fire,noun,A1,ไฟ,1,0,0
1799,F,firearm,noun,C1,อาวุธปืน,0,0,0
1800,F,firefighter,noun,B2,นักดับเพลิง,0,0,0
1801,F,firework,noun,B2,ดอกไม้เพลิง,0,0,0
1802,F,firm,noun,B2,บริษัท,1,0,0
1803,F,firmly,adverb,B2,แน่นหนา,0,0,0
1804,F,first,adverb,A1,อันดับแรก,1,0,0
1805,F,firstly,adverb,A2,ประการแรก,1,0,0
1806,F,fish,noun,A1,ปลา,1,0,0
1807,F,fishing,noun,A2,การตกปลา,1,0,0
1808,F,fit,adjective,A2,พอดี,1,0,0
1809,F,fitness,noun,B1,การออกกำลังกาย,1,0,0
1810,F,fix,noun,B2,แก้ไข,1,0,0
1811,F,fixed,adjective,B1,ที่ตายตัว,1,0,0
